State,Avg Daily Distance (km),Brand,Model,Price (INR),Year of Manufacture,Engine Capacity (cc),Fuel Type,Mileage (km/l),Owner Type,Registration Year,Insurance Status,Seller Type,Resale Price (INR),City Tier
Karnataka,65.49,Kawasaki,Ninja 400,196660,2023,855,Electric,63.97,Second,2024,Expired,Individual,81744.11,Tier 3
Punjab,57.67,Honda,Activa,333242,2015,564,Hybrid,97.62,First,2015,Expired,Individual,162791.02,Tier 3
Punjab,60.81,Honda,Activa,57561,2022,486,Petrol,28.06,Third,2023,Expired,Individual,27436.95,Tier 3
Delhi,34.36,Honda,Dio,132506,2020,775,Petrol,49.65,First,2020,Not Available,Dealer,73050.51,Tier 3
Maharashtra,54.59,KTM,RC 390,229340,2018,820,Hybrid,95.46,Second,2020,Active,Individual,177164.32,Metro
Maharashtra,24.64,Honda,Unicorn,322946,2019,512,Electric,83.33,First,2019,Not Available,Individual,137657.75,Tier 3
Madhya Pradesh,56.85,Royal Enfield,Classic 350,350809,2024,419,Petrol,28.65,First,2024,Expired,Dealer,170329.36,Tier 2
Rajasthan,21.86,TVS,Apache RTR 160,132158,2024,908,Petrol,49.42,Third,2024,Active,Individual,89920.76,Tier 3
Punjab,53.12,Royal Enfield,Classic 350,350409,2015,528,Electric,60.26,First,2015,Expired,Individual,150865.26,Tier 1
Tamil Nadu,58.25,Yamaha,Ray ZR,242152,2019,812,Electric,94.89,First,2019,Not Available,Individual,171164.67,Metro
Karnataka,12.9,Yamaha,MT-15,254980,2024,435,Petrol,48.64,Third,2024,Active,Dealer,164770.34,Tier 2
Karnataka,10.52,Kawasaki,Z650,212325,2017,333,Hybrid,90.39,First,2017,Expired,Individual,137689.89,Tier 3
Uttar Pradesh,68.85,Royal Enfield,Classic 350,154485,2021,382,Electric,80.1,First,2021,Active,Individual,111024.94,Tier 1
Delhi,70.75,Hero,Glamour,372425,2023,763,Petrol,58.0,Third,2024,Active,Individual,162499.52,Tier 1
Punjab,37.1,TVS,Sport,360954,2020,872,Petrol,33.31,Third,2021,Not Available,Individual,164586.62,Tier 1
Punjab,74.73,TVS,Sport,54816,2015,772,Electric,61.01,Second,2022,Active,Individual,22485.85,Tier 2
Uttar Pradesh,50.67,Kawasaki,Vulcan S,374998,2018,255,Electric,94.24,Third,2018,Expired,Dealer,188770.32,Tier 2
Delhi,72.51,Hero,Splendor Plus,274009,2018,417,Hybrid,81.85,Second,2021,Active,Dealer,189038.17,Tier 1
Tamil Nadu,72.52,KTM,Duke 200,115101,2015,283,Electric,95.41,Second,2019,Expired,Dealer,83901.38,Metro
Gujarat,28.19,Hero,Xtreme 160R,242605,2015,247,Petrol,48.55,First,2015,Not Available,Individual,114815.25,Tier 3
West Bengal,77.23,KTM,390 Adventure,183273,2015,299,Petrol,57.17,Third,2016,Active,Dealer,137820.45,Tier 1
Delhi,16.62,Yamaha,MT-15,208201,2019,441,Petrol,34.97,Second,2022,Active,Individual,129270.78,Tier 3
Rajasthan,7.96,Hero,Passion Pro,101186,2021,188,Petrol,27.28,Third,2022,Active,Dealer,57289.08,Metro
Karnataka,37.23,Bajaj,Pulsar 150,216066,2016,374,Hybrid,79.82,Third,2016,Active,Dealer,128867.78,Tier 1
Madhya Pradesh,53.19,Bajaj,Pulsar 150,365279,2015,665,Petrol,32.27,First,2015,Active,Dealer,177508.24,Tier 1
Madhya Pradesh,33.61,Honda,Activa,288858,2020,640,Hybrid,92.69,First,2020,Active,Individual,181234.35,Tier 3
Uttar Pradesh,24.17,Bajaj,CT 100,147533,2024,821,Petrol,47.84,Second,2024,Active,Dealer,112579.0,Tier 2
Tamil Nadu,8.92,Kawasaki,Ninja 300,184955,2021,532,Hybrid,65.75,Second,2024,Not Available,Individual,144181.74,Tier 2
West Bengal,52.4,Kawasaki,Ninja 400,317128,2017,938,Petrol,56.77,Second,2022,Not Available,Individual,230842.21,Metro
Madhya Pradesh,20.19,Honda,Activa,242969,2018,731,Electric,73.99,First,2018,Active,Individual,119200.57,Metro
Tamil Nadu,66.92,KTM,390 Adventure,312311,2018,667,Electric,80.38,Second,2024,Active,Dealer,139165.74,Tier 2
West Bengal,46.58,Bajaj,Dominar 400,229483,2015,937,Petrol,33.73,Second,2019,Not Available,Individual,93821.26,Tier 1
Rajasthan,70.46,Honda,Unicorn,275565,2022,332,Hybrid,98.06,Third,2024,Active,Individual,122091.37,Metro
Madhya Pradesh,76.24,Bajaj,Platina 110,275461,2024,455,Electric,70.88,First,2024,Expired,Dealer,147274.83,Metro
Rajasthan,57.07,TVS,Sport,372092,2020,651,Petrol,46.37,Second,2021,Active,Dealer,168522.31,Metro
West Bengal,68.97,TVS,NTorq 125,117100,2018,106,Electric,80.11,Third,2021,Not Available,Individual,80656.36,Tier 2
West Bengal,18.91,Honda,Shine,368606,2021,946,Hybrid,95.61,Second,2024,Active,Individual,224873.75,Tier 2
Uttar Pradesh,35.56,Royal Enfield,Hunter 350,355199,2022,806,Hybrid,64.91,Third,2022,Not Available,Dealer,262795.16,Tier 2
Madhya Pradesh,12.5,Yamaha,R15 V4,178454,2019,542,Petrol,31.19,Third,2024,Not Available,Dealer,106022.89,Tier 2
Gujarat,28.34,KTM,RC 390,215916,2016,423,Petrol,25.88,Second,2023,Expired,Dealer,155883.23,Metro
Delhi,23.83,Bajaj,Avenger 220,149086,2016,891,Hybrid,75.56,Second,2023,Not Available,Individual,112238.28,Tier 1
Uttar Pradesh,18.01,KTM,250 Duke,202537,2017,740,Hybrid,63.78,First,2017,Not Available,Dealer,131355.24,Tier 2
Punjab,70.06,Hero,HF Deluxe,207646,2021,223,Electric,72.94,First,2021,Expired,Individual,119334.13,Tier 3
Tamil Nadu,54.2,Yamaha,MT-15,336860,2018,681,Electric,90.16,First,2018,Expired,Dealer,206890.89,Metro
Madhya Pradesh,22.96,KTM,Duke 200,333832,2020,261,Hybrid,93.74,First,2020,Not Available,Dealer,182264.5,Tier 2
Maharashtra,68.65,Honda,Shine,105915,2021,692,Hybrid,80.78,Second,2024,Not Available,Individual,62853.44,Tier 2
Tamil Nadu,14.14,Yamaha,R15 V4,353511,2022,233,Electric,62.62,Second,2022,Expired,Individual,156072.52,Metro
West Bengal,75.1,Yamaha,Fascino 125,295580,2017,589,Electric,93.48,Third,2017,Expired,Dealer,130489.09,Tier 2
Delhi,19.58,KTM,Duke 200,131883,2018,703,Petrol,49.65,Third,2021,Expired,Individual,60444.84,Metro
Delhi,12.3,Bajaj,Platina 110,322421,2021,835,Petrol,57.8,Second,2023,Expired,Dealer,199063.02,Tier 3
Punjab,22.4,Honda,Shine,327427,2019,355,Petrol,57.54,Third,2019,Not Available,Dealer,146538.99,Tier 2
Delhi,19.41,KTM,390 Adventure,382637,2019,652,Petrol,38.41,Third,2019,Not Available,Individual,246694.24,Tier 1
Tamil Nadu,60.99,Royal Enfield,Himalayan,239337,2019,299,Hybrid,98.78,Third,2022,Expired,Individual,127794.71,Tier 1
Delhi,39.76,Royal Enfield,Interceptor 650,142627,2023,319,Petrol,55.16,Second,2024,Not Available,Individual,104305.69,Tier 2
Punjab,77.56,Bajaj,Avenger 220,74384,2023,848,Petrol,45.45,Third,2023,Active,Individual,45687.92,Metro
Maharashtra,41.91,Hero,Splendor Plus,368014,2017,200,Electric,90.49,First,2017,Not Available,Dealer,261748.7,Metro
Rajasthan,18.36,TVS,Ronin,226693,2022,433,Petrol,49.92,Third,2022,Not Available,Dealer,155455.8,Metro
Madhya Pradesh,5.46,Yamaha,Ray ZR,75478,2017,831,Petrol,41.79,Third,2019,Not Available,Dealer,41264.38,Tier 3
Karnataka,9.89,TVS,Ronin,385993,2018,771,Petrol,42.83,Third,2023,Not Available,Individual,277658.98,Tier 3
Rajasthan,63.04,Kawasaki,Vulcan S,219211,2019,792,Electric,84.63,First,2019,Active,Dealer,133903.68,Tier 2
Maharashtra,57.08,Hero,Passion Pro,142460,2022,565,Electric,75.27,First,2022,Active,Individual,93731.05,Tier 1
Maharashtra,76.44,KTM,250 Duke,160203,2016,495,Hybrid,91.63,Second,2016,Active,Dealer,65942.91,Tier 2
Uttar Pradesh,48.05,Hero,Passion Pro,93075,2022,354,Hybrid,82.02,Second,2024,Expired,Individual,69751.26,Tier 1
Maharashtra,63.5,Yamaha,Ray ZR,216634,2024,980,Hybrid,85.16,Second,2024,Expired,Individual,166486.97,Tier 1
Gujarat,30.73,Yamaha,Ray ZR,103339,2020,240,Hybrid,95.5,Third,2021,Expired,Dealer,81875.89,Tier 2
Tamil Nadu,54.98,Yamaha,FZ V3,288983,2016,172,Electric,94.44,Third,2016,Expired,Individual,138436.14,Tier 1
Maharashtra,69.65,Yamaha,MT-15,230550,2021,406,Electric,86.52,Second,2021,Active,Individual,137664.83,Metro
Uttar Pradesh,23.38,Bajaj,CT 100,144782,2023,448,Electric,86.62,Third,2023,Not Available,Individual,115244.64,Tier 1
Tamil Nadu,16.74,KTM,RC 390,119648,2023,473,Electric,96.99,Second,2024,Expired,Dealer,60695.73,Tier 3
Gujarat,50.57,Yamaha,MT-15,208620,2017,612,Hybrid,88.94,Second,2020,Expired,Dealer,137511.38,Tier 1
Maharashtra,27.64,Kawasaki,Ninja 300,245708,2016,911,Hybrid,61.2,First,2016,Expired,Dealer,137924.15,Tier 1
Uttar Pradesh,25.64,Bajaj,Dominar 400,364810,2018,657,Hybrid,92.29,First,2018,Expired,Dealer,193793.0,Tier 3
Punjab,7.91,TVS,Sport,224102,2024,488,Petrol,57.95,Third,2024,Active,Dealer,111554.27,Tier 2
Punjab,8.02,TVS,Sport,78490,2016,461,Electric,68.56,First,2016,Not Available,Individual,40620.42,Metro
Punjab,6.82,TVS,Apache RTR 160,129669,2018,221,Electric,72.06,Third,2021,Expired,Individual,82744.09,Tier 3
Rajasthan,29.51,Bajaj,Dominar 400,52516,2024,241,Electric,88.71,Third,2024,Active,Dealer,23126.65,Tier 1
Tamil Nadu,23.69,Hero,Xtreme 160R,155897,2018,785,Hybrid,96.05,Second,2019,Not Available,Individual,106555.46,Tier 2
Uttar Pradesh,32.08,Bajaj,CT 100,267796,2017,764,Electric,66.9,First,2017,Expired,Dealer,171236.1,Tier 2
Tamil Nadu,29.91,Hero,Xtreme 160R,229777,2021,255,Electric,98.07,First,2021,Expired,Individual,172178.71,Tier 1
Maharashtra,8.28,Bajaj,Dominar 400,138139,2019,322,Electric,91.45,First,2019,Expired,Individual,72674.46,Tier 1
Uttar Pradesh,45.83,Yamaha,Fascino 125,201234,2019,942,Hybrid,86.22,Third,2020,Expired,Individual,133245.76,Metro
Tamil Nadu,13.94,Hero,Glamour,164171,2020,841,Hybrid,64.76,First,2020,Active,Dealer,87548.01,Tier 3
Uttar Pradesh,41.22,Bajaj,Avenger 220,153275,2023,675,Petrol,47.44,First,2023,Not Available,Dealer,73657.72,Tier 3
Tamil Nadu,60.91,Royal Enfield,Meteor 350,101997,2020,756,Petrol,29.66,Second,2020,Not Available,Individual,74318.27,Tier 3
Punjab,44.94,TVS,NTorq 125,68300,2018,858,Petrol,39.53,Third,2020,Not Available,Dealer,54551.94,Metro
Maharashtra,79.03,Hero,Splendor Plus,383781,2019,919,Hybrid,70.08,First,2019,Active,Individual,187983.2,Tier 1
West Bengal,16.15,Royal Enfield,Classic 350,67220,2018,817,Petrol,41.51,First,2018,Not Available,Individual,38562.27,Metro
West Bengal,69.91,Honda,Dio,94293,2016,360,Hybrid,71.32,Third,2021,Not Available,Dealer,58031.59,Tier 2
Delhi,47.98,Hero,Xtreme 160R,297387,2016,793,Petrol,54.28,Second,2021,Expired,Dealer,169236.73,Metro
Delhi,11.67,Kawasaki,Vulcan S,313295,2015,149,Hybrid,87.29,First,2015,Active,Individual,136433.43,Tier 3
West Bengal,45.81,Hero,Splendor Plus,294115,2019,537,Electric,86.29,First,2019,Not Available,Individual,212103.12,Tier 3
Madhya Pradesh,26.96,Honda,Dio,385316,2022,755,Electric,70.5,Third,2024,Expired,Dealer,157446.85,Tier 3
Maharashtra,69.85,TVS,Ronin,226199,2016,774,Petrol,41.66,First,2016,Expired,Dealer,114312.6,Tier 2
Delhi,65.27,Royal Enfield,Himalayan,53636,2015,100,Hybrid,80.14,Second,2015,Expired,Individual,31557.27,Tier 3
Maharashtra,64.77,Hero,Glamour,270221,2016,863,Hybrid,67.43,Second,2020,Not Available,Dealer,162339.2,Metro
Punjab,73.4,Yamaha,MT-15,165049,2024,653,Petrol,47.96,Second,2024,Active,Dealer,100908.69,Tier 2
Uttar Pradesh,27.66,Kawasaki,Ninja 300,188757,2020,437,Petrol,42.19,Second,2022,Not Available,Individual,99143.09,Tier 2
Delhi,60.36,TVS,Jupiter,135785,2019,182,Electric,80.8,Second,2024,Not Available,Individual,61611.39,Tier 3
Maharashtra,37.16,KTM,Duke 200,293741,2024,574,Hybrid,79.96,Third,2024,Active,Dealer,149178.28,Tier 3
Maharashtra,35.21,Yamaha,Fascino 125,243164,2019,158,Electric,83.27,Third,2019,Active,Dealer,126050.87,Tier 2
West Bengal,75.14,Kawasaki,Ninja 400,58852,2019,217,Electric,88.82,Third,2022,Active,Individual,30188.18,Tier 2
Delhi,26.14,TVS,NTorq 125,351820,2021,834,Hybrid,66.97,Third,2021,Expired,Individual,236315.24,Tier 3
Karnataka,69.1,Honda,Shine,128608,2020,293,Petrol,49.09,First,2020,Not Available,Dealer,96567.9,Tier 3
Karnataka,74.69,Hero,HF Deluxe,346048,2015,678,Petrol,46.23,Second,2023,Not Available,Dealer,175212.08,Tier 3
West Bengal,72.02,Bajaj,Platina 110,85481,2024,337,Hybrid,74.58,First,2024,Active,Individual,42520.39,Tier 1
Gujarat,28.4,Royal Enfield,Hunter 350,79840,2023,594,Hybrid,98.56,First,2023,Expired,Individual,58209.63,Tier 3
Punjab,48.22,TVS,NTorq 125,166089,2023,456,Electric,66.95,Second,2024,Not Available,Individual,127790.92,Tier 3
Tamil Nadu,6.98,Kawasaki,Ninja 300,163233,2017,456,Electric,66.69,First,2017,Active,Individual,74140.15,Tier 2
Gujarat,31.27,Bajaj,Avenger 220,297771,2015,402,Electric,64.88,Third,2024,Active,Dealer,153203.27,Metro
West Bengal,63.04,Kawasaki,Ninja 300,350461,2021,441,Petrol,57.71,Second,2021,Expired,Dealer,247010.68,Metro
West Bengal,79.54,Hero,Xtreme 160R,197655,2019,252,Petrol,29.79,First,2019,Expired,Dealer,114063.54,Tier 2
Rajasthan,57.24,KTM,Duke 200,275481,2020,119,Petrol,40.8,First,2020,Not Available,Dealer,217624.21,Tier 2
Gujarat,41.64,Kawasaki,Ninja 400,312965,2017,802,Petrol,33.63,First,2017,Active,Dealer,241891.54,Tier 2
Uttar Pradesh,52.06,Kawasaki,Ninja 300,348597,2022,761,Petrol,56.06,Third,2024,Not Available,Dealer,192401.43,Tier 1
Karnataka,50.39,Hero,Passion Pro,235585,2017,814,Petrol,54.01,First,2017,Not Available,Individual,122542.23,Tier 1
Rajasthan,50.31,Bajaj,CT 100,267779,2023,921,Hybrid,88.31,Third,2024,Expired,Dealer,204903.09,Tier 3
Madhya Pradesh,69.13,Bajaj,Platina 110,136004,2022,232,Hybrid,64.05,Second,2023,Active,Dealer,84735.95,Metro
Gujarat,56.0,Royal Enfield,Classic 350,230194,2019,642,Petrol,44.5,Second,2023,Expired,Dealer,157496.89,Metro
Gujarat,50.23,Hero,Xtreme 160R,171165,2020,729,Petrol,51.89,Third,2021,Not Available,Dealer,89654.14,Tier 2
Karnataka,28.64,Bajaj,Avenger 220,368428,2023,457,Hybrid,91.63,First,2023,Not Available,Dealer,264823.37,Tier 3
Delhi,33.93,Yamaha,R15 V4,289007,2019,536,Hybrid,61.5,Third,2022,Not Available,Individual,186301.76,Metro
Madhya Pradesh,30.5,Kawasaki,Vulcan S,236714,2023,977,Electric,65.17,Third,2023,Active,Dealer,113434.59,Tier 1
Tamil Nadu,56.72,Royal Enfield,Classic 350,307245,2015,329,Petrol,36.13,First,2015,Active,Dealer,135593.05,Tier 2
Karnataka,7.39,TVS,Jupiter,112019,2022,553,Electric,65.84,First,2022,Expired,Dealer,64540.63,Metro
Madhya Pradesh,77.38,TVS,NTorq 125,69990,2018,486,Petrol,54.34,First,2018,Not Available,Individual,47612.68,Tier 1
Punjab,77.52,Bajaj,Pulsar 150,221644,2016,452,Petrol,28.09,Second,2022,Not Available,Individual,99480.08,Metro
Maharashtra,39.08,Royal Enfield,Hunter 350,346064,2021,835,Petrol,47.67,First,2021,Not Available,Individual,138645.53,Tier 3
Gujarat,35.73,Yamaha,Ray ZR,351565,2015,749,Electric,68.23,First,2015,Not Available,Dealer,152014.29,Tier 3
Rajasthan,44.72,KTM,390 Adventure,283576,2023,529,Electric,73.91,Third,2024,Expired,Individual,159702.26,Tier 3
Delhi,17.72,KTM,125 Duke,277462,2020,782,Petrol,43.72,First,2020,Not Available,Individual,144698.27,Tier 1
Tamil Nadu,58.24,Bajaj,Dominar 400,87726,2024,943,Hybrid,65.83,Third,2024,Expired,Dealer,44181.5,Tier 1
Maharashtra,39.36,KTM,RC 390,238428,2023,501,Petrol,58.19,Second,2023,Active,Individual,131681.26,Tier 2
Rajasthan,34.81,Kawasaki,Ninja 300,80550,2016,696,Petrol,54.42,First,2016,Not Available,Dealer,37288.93,Metro
Madhya Pradesh,47.35,Hero,Splendor Plus,77837,2024,753,Petrol,50.69,First,2024,Not Available,Dealer,42422.31,Metro
Gujarat,66.23,Bajaj,CT 100,269171,2021,757,Electric,99.04,First,2021,Expired,Dealer,171313.31,Tier 1
Gujarat,28.96,Bajaj,CT 100,311371,2021,583,Electric,76.25,Second,2022,Active,Dealer,242886.23,Tier 1
Punjab,61.48,Royal Enfield,Classic 350,343018,2021,409,Hybrid,71.18,First,2021,Expired,Dealer,233731.94,Tier 1
Maharashtra,47.05,KTM,RC 390,257190,2024,310,Electric,91.37,Third,2024,Active,Individual,165949.48,Metro
Gujarat,45.27,Honda,Unicorn,380396,2023,330,Hybrid,83.73,Second,2023,Active,Dealer,255245.82,Metro
Tamil Nadu,62.65,TVS,Jupiter,369216,2020,255,Electric,65.93,First,2020,Not Available,Individual,243303.62,Tier 2
Karnataka,43.95,TVS,Apache RTR 160,144565,2024,167,Petrol,29.44,First,2024,Expired,Dealer,86786.8,Metro
Gujarat,24.73,Royal Enfield,Himalayan,92795,2015,834,Electric,87.2,Third,2018,Not Available,Individual,46824.97,Metro
Rajasthan,15.53,Hero,HF Deluxe,313855,2022,518,Electric,67.05,First,2022,Active,Individual,249975.03,Tier 2
Madhya Pradesh,26.5,Bajaj,Avenger 220,114965,2017,309,Electric,88.82,Second,2017,Expired,Dealer,55073.2,Tier 3
Delhi,59.98,Yamaha,R15 V4,139677,2015,630,Electric,73.73,First,2015,Expired,Individual,67765.76,Tier 2
Gujarat,39.57,Yamaha,MT-15,284385,2021,684,Hybrid,91.34,Third,2022,Active,Individual,115128.47,Tier 1
Maharashtra,67.45,Yamaha,R15 V4,86122,2015,863,Petrol,26.9,Third,2018,Active,Individual,40894.27,Tier 3
Karnataka,5.59,KTM,390 Adventure,267181,2016,867,Petrol,52.71,Second,2019,Not Available,Dealer,115569.42,Metro
Punjab,36.57,Yamaha,Fascino 125,303600,2021,769,Petrol,32.69,Third,2021,Expired,Dealer,137220.69,Metro
Maharashtra,63.98,KTM,Duke 200,133757,2016,278,Petrol,32.39,Second,2019,Active,Dealer,82415.94,Tier 3
Delhi,32.71,TVS,NTorq 125,318006,2015,899,Hybrid,82.94,Second,2016,Active,Individual,156253.31,Metro
Tamil Nadu,36.38,Yamaha,MT-15,374170,2018,332,Petrol,57.85,First,2018,Active,Individual,285624.51,Tier 3
Rajasthan,76.41,Royal Enfield,Interceptor 650,59041,2024,364,Electric,94.34,First,2024,Not Available,Dealer,43829.52,Tier 2
Tamil Nadu,6.49,TVS,NTorq 125,220783,2019,247,Hybrid,73.62,First,2019,Expired,Dealer,109342.93,Metro
Delhi,61.79,KTM,RC 390,158811,2017,460,Electric,63.06,Third,2022,Not Available,Individual,118545.15,Tier 2
Rajasthan,41.75,KTM,125 Duke,128823,2017,997,Petrol,37.34,Third,2023,Expired,Dealer,68996.61,Metro
Punjab,16.57,Royal Enfield,Hunter 350,129339,2017,863,Hybrid,77.92,Second,2017,Not Available,Individual,91508.53,Tier 1
Karnataka,77.08,Royal Enfield,Himalayan,176949,2022,332,Petrol,59.35,Third,2022,Expired,Individual,106461.88,Tier 2
Uttar Pradesh,9.43,Royal Enfield,Hunter 350,355573,2019,438,Hybrid,66.87,Third,2020,Not Available,Dealer,225750.48,Tier 2
Punjab,25.6,Kawasaki,Ninja 300,252777,2021,595,Electric,80.11,Third,2023,Not Available,Individual,155802.9,Tier 3
Karnataka,36.11,Honda,Activa,155216,2015,825,Electric,89.54,Second,2018,Not Available,Individual,70788.32,Tier 2
West Bengal,63.87,Kawasaki,Z650,195824,2016,490,Electric,83.43,Third,2021,Expired,Dealer,140257.89,Tier 3
Uttar Pradesh,8.76,Bajaj,Platina 110,368458,2015,598,Petrol,34.05,First,2015,Expired,Individual,203323.42,Tier 3
Rajasthan,24.33,KTM,125 Duke,52608,2024,393,Petrol,27.51,Third,2024,Active,Dealer,33121.79,Metro
Uttar Pradesh,54.74,Bajaj,Pulsar 150,241156,2015,478,Electric,66.67,First,2015,Not Available,Dealer,99610.41,Tier 3
Karnataka,75.35,Royal Enfield,Interceptor 650,365106,2022,790,Hybrid,62.85,Third,2023,Expired,Dealer,196203.41,Tier 3
Karnataka,53.51,KTM,125 Duke,68292,2015,437,Hybrid,93.57,First,2015,Expired,Dealer,43682.99,Tier 2
West Bengal,10.06,Hero,Xtreme 160R,75113,2015,403,Electric,99.66,Third,2023,Expired,Individual,46509.9,Tier 3
Rajasthan,28.4,TVS,Ronin,52665,2015,997,Petrol,31.97,Third,2023,Not Available,Dealer,21814.81,Tier 2
Delhi,16.86,Hero,HF Deluxe,274558,2015,395,Electric,84.6,Second,2022,Active,Individual,113057.69,Tier 1
Madhya Pradesh,8.64,Yamaha,R15 V4,381252,2019,782,Hybrid,64.28,First,2019,Not Available,Individual,161145.89,Tier 3
Karnataka,32.85,KTM,Duke 200,311663,2022,981,Hybrid,99.65,Second,2024,Not Available,Individual,133606.1,Tier 1
Tamil Nadu,46.43,Royal Enfield,Himalayan,61742,2018,915,Petrol,25.84,Third,2024,Expired,Individual,39628.51,Metro
Karnataka,59.95,Hero,HF Deluxe,202491,2019,954,Electric,96.23,First,2019,Active,Dealer,156829.51,Metro
Maharashtra,59.42,Hero,Xtreme 160R,352786,2017,124,Electric,72.94,First,2017,Active,Dealer,185912.7,Metro
West Bengal,55.32,Hero,HF Deluxe,224202,2019,452,Electric,61.19,First,2019,Expired,Individual,165872.35,Tier 3
Madhya Pradesh,8.33,Honda,CBR 650R,274409,2024,785,Petrol,42.7,Second,2024,Active,Dealer,189624.37,Tier 3
Rajasthan,34.11,Bajaj,Platina 110,89400,2022,777,Petrol,36.44,Second,2023,Not Available,Dealer,38334.28,Metro
Uttar Pradesh,24.77,Yamaha,Fascino 125,210635,2017,283,Electric,91.98,Third,2023,Expired,Dealer,125680.31,Tier 3
Rajasthan,28.17,Hero,Passion Pro,204563,2019,236,Hybrid,98.06,First,2019,Not Available,Dealer,121125.05,Tier 1
Gujarat,35.41,TVS,Jupiter,274712,2021,583,Petrol,27.13,First,2021,Not Available,Individual,163460.86,Tier 1
Rajasthan,61.04,Royal Enfield,Meteor 350,92980,2017,454,Electric,71.68,Second,2022,Active,Individual,68091.97,Metro
Punjab,24.66,Honda,CBR 650R,370113,2018,436,Electric,63.34,Third,2024,Not Available,Individual,252559.61,Tier 1
Tamil Nadu,22.62,Kawasaki,Vulcan S,101198,2018,801,Electric,71.9,Second,2021,Expired,Dealer,41557.39,Tier 3
Punjab,66.81,Royal Enfield,Hunter 350,95269,2020,319,Petrol,51.64,Second,2020,Active,Dealer,59950.7,Tier 3
Maharashtra,33.16,Royal Enfield,Classic 350,52987,2018,774,Electric,91.42,First,2018,Active,Dealer,25042.66,Tier 3
Karnataka,62.2,Yamaha,MT-15,186474,2018,924,Electric,86.32,Second,2020,Active,Dealer,140853.19,Tier 3
West Bengal,64.98,Honda,Unicorn,311119,2015,417,Electric,67.05,Second,2016,Not Available,Individual,229998.88,Tier 1
Rajasthan,56.62,Honda,Unicorn,360610,2017,108,Petrol,56.6,Second,2022,Active,Dealer,172757.5,Metro
Punjab,12.72,Kawasaki,Z650,270173,2015,583,Electric,76.66,Second,2018,Active,Individual,184574.82,Metro
Delhi,21.91,Kawasaki,Vulcan S,176803,2020,504,Petrol,39.73,First,2020,Expired,Individual,130785.94,Tier 3
Gujarat,15.42,Royal Enfield,Hunter 350,221764,2015,161,Electric,79.7,First,2015,Expired,Individual,99619.15,Metro
Uttar Pradesh,51.97,Royal Enfield,Himalayan,392262,2018,735,Electric,87.15,First,2018,Expired,Dealer,165879.37,Tier 3
Delhi,29.41,Honda,Activa,274468,2024,969,Hybrid,77.86,Second,2024,Not Available,Dealer,203024.94,Tier 2
Karnataka,14.81,Royal Enfield,Hunter 350,311149,2022,644,Hybrid,80.96,Second,2023,Active,Dealer,240614.82,Tier 1
Gujarat,12.2,Royal Enfield,Himalayan,278934,2020,757,Petrol,59.14,Third,2023,Active,Dealer,210935.95,Tier 2
Delhi,77.88,KTM,125 Duke,200947,2023,613,Petrol,46.92,Second,2023,Not Available,Dealer,104005.02,Tier 2
Delhi,15.36,Honda,Dio,200284,2020,427,Petrol,32.05,Third,2023,Active,Individual,158734.48,Tier 1
